Age,MP,PER,TS%,FTr,TRB%,AST%,STL%,USG%,W/L%,Share,Season,MVP_Rank,Awards,Player,Team,prominence_score,fatigue_decay,fatigue_streak,is_defending_mvp,MVP_Category,MVP_Performance_Category
27.0,2915.0,23.9,0.607,0.471,4.1,57.4,3.5,20.6,0.671,0.01,1990,9,"MVP-9,AS,NBA2",John Stockton,UTA,0.1111111111111111,0.19285714285714284,0.0,0,Outside Top 5 (with votes),Outside Top 5
28.0,3103.0,23.4,0.604,0.444,4.5,57.5,3.8,20.9,0.659,0.016,1991,12,"MVP-12,DPOY-7,AS,NBA3,DEF2",John Stockton,UTA,0.08333333333333333,0.20753968253968252,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,3002.0,22.8,0.59,0.39,5.1,53.7,4.1,19.9,0.671,0.019,1992,12,"MVP-12,AS,NBA2,DEF2",John Stockton,UTA,0.08333333333333333,0.1871031746031746,0.0,0,Outside Top 5 (with votes),Outside Top 5
30.0,2863.0,21.3,0.584,0.408,4.7,49.8,3.5,19.9,0.573,0.001,1993,10,"MVP-10,AS,NBA2",John Stockton,UTA,0.1,0.17688492063492062,0.0,0,Outside Top 5 (with votes),Outside Top 5
31.0,2969.0,22.5,0.608,0.389,5.0,53.1,3.5,19.1,0.646,0.001,1994,11,"MVP-11,AS,NBA1",John Stockton,UTA,0.09090909090909091,0.18844246031746031,0.0,0,Outside Top 5 (with votes),Outside Top 5
32.0,2867.0,23.3,0.651,0.387,5.5,52.6,3.5,18.9,0.732,0.045,1995,8,"MVP-8,AS,NBA1,DEF2",John Stockton,UTA,0.125,0.18513032106782107,0.0,0,Outside Top 5 (with votes),Outside Top 5
33.0,2915.0,21.9,0.642,0.345,4.8,49.1,2.6,18.7,0.671,0.011,1996,11,"MVP-11,AS,NBA2",John Stockton,UTA,0.09090909090909091,0.21756516053391053,0.0,0,Outside Top 5 (with votes),Outside Top 5
34.0,2896.0,22.1,0.656,0.428,4.9,46.0,3.1,18.4,0.78,0.003,1997,15,"MVP-15,AS,NBA3,DEF2",John Stockton,UTA,0.06666666666666667,0.1996916711760462,0.0,0,Outside Top 5 (with votes),Outside Top 5
35.0,1858.0,21.8,0.628,0.452,5.6,47.8,2.6,19.3,0.756,0.004,1998,13,MVP-13,John Stockton,UTA,0.07692307692307693,0.16651250225468978,0.0,0,Outside Top 5 (with votes),Outside Top 5
36.0,1410.0,21.9,0.571,0.412,6.3,48.3,3.2,20.1,0.74,0.0,1999,0,NBA3,John Stockton,UTA,0.0,0.16017932805042182,0.0,0,No MVP Votes,Outside Top 5
37.0,2432.0,22.4,0.591,0.354,5.4,48.1,3.1,19.3,0.671,0.0,2000,0,AS,John Stockton,UTA,0.0,0.08008966402521091,0.0,0,No MVP Votes,Outside Top 5
38.0,2397.0,22.3,0.61,0.427,5.9,48.7,2.9,18.8,0.646,0.001,2001,15,MVP-15,John Stockton,UTA,0.06666666666666667,0.040044832012605454,0.0,0,Outside Top 5 (with votes),Outside Top 5
39.0,2566.0,21.9,0.601,0.414,6.2,46.3,3.2,19.8,0.537,0.0,2002,0,No awards,John Stockton,UTA,0.0,0.08668908267296939,0.0,0,No MVP Votes,Outside Top 5
40.0,2275.0,21.0,0.577,0.448,5.4,46.4,3.2,19.2,0.573,0.0,2003,0,No awards,John Stockton,UTA,0.0,0.0433445413364847,0.0,0,No MVP Votes,Outside Top 5
23.0,2980.0,19.5,0.524,0.295,6.5,40.5,2.6,27.4,0.537,0.0,2014,0,AS,John Wall,WAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2837.0,19.9,0.523,0.31,7.3,46.3,2.5,26.1,0.561,0.0,2015,0,"AS,DEF2",John Wall,WAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2784.0,19.8,0.51,0.255,7.6,46.2,2.5,28.6,0.5,0.0,2016,0,AS,John Wall,WAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2836.0,23.2,0.541,0.367,6.5,46.9,2.7,30.6,0.598,0.007,2017,7,"MVP-7,AS,NBA3",John Wall,WAS,0.14285714285714285,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
22.0,2413.0,18.8,0.525,0.309,13.0,20.9,2.8,20.4,0.488,0.0,1989,0,6MOY-4,John Williams,WSB,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2689.0,18.3,0.513,0.273,7.9,38.9,3.9,18.7,0.5,0.0,1985,0,No awards,Johnny Moore,SAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2096.0,20.6,0.623,0.423,19.1,3.1,0.8,19.1,0.598,0.0,2015,0,No awards,Jonas Valančiūnas,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,1557.0,22.6,0.61,0.397,20.1,4.8,0.8,20.9,0.683,0.0,2016,0,No awards,Jonas Valančiūnas,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2066.0,20.1,0.601,0.309,20.8,4.4,0.9,19.5,0.622,0.0,2017,0,No awards,Jonas Valančiūnas,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1727.0,22.5,0.628,0.307,21.4,7.5,0.8,22.7,0.72,0.0,2018,0,No awards,Jonas Valančiūnas,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,1845.0,22.2,0.631,0.271,22.5,10.9,0.8,21.5,0.466,0.0,2020,0,No awards,Jonas Valančiūnas,MEM,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,1755.0,24.4,0.636,0.273,23.4,10.0,1.0,22.4,0.528,0.0,2021,0,No awards,Jonas Valančiūnas,MEM,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,2240.0,21.2,0.617,0.308,20.8,14.0,0.9,23.8,0.439,0.0,2022,0,No awards,Jonas Valančiūnas,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
30.0,1968.0,19.3,0.61,0.275,23.1,11.1,0.5,23.4,0.512,0.0,2023,0,No awards,Jonas Valančiūnas,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
31.0,1925.0,19.8,0.619,0.285,20.9,13.3,0.8,20.8,0.598,0.0,2024,0,No awards,Jonas Valančiūnas,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,914.0,19.2,0.61,0.287,16.7,4.8,2.3,16.7,0.573,0.0,2024,0,6MOY-9,Jonathan Isaac,ORL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,809.0,18.0,0.641,0.238,14.3,16.9,2.1,13.9,0.707,0.0,2018,0,No awards,Jordan Bell,GSW,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,1500.0,19.3,0.579,0.347,19.0,5.9,0.9,19.7,0.329,0.0,2014,0,No awards,Jordan Hill,LAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2117.0,18.1,0.57,0.281,14.0,32.9,1.9,21.7,0.476,0.0,2025,0,No awards,Josh Giddey,CHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1915.0,19.3,0.536,0.359,11.7,10.4,1.9,22.9,0.732,0.0,2006,0,No awards,Josh Howard,DAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2455.0,20.0,0.548,0.273,11.7,9.2,1.8,25.2,0.817,0.0,2007,0,"DPOY-18,AS",Josh Howard,DAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2757.0,18.3,0.534,0.308,11.2,10.6,1.1,25.9,0.622,0.0,2008,0,No awards,Josh Howard,DAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2647.0,18.3,0.506,0.39,14.1,16.3,2.0,24.1,0.366,0.0,2007,0,DPOY-21,Josh Smith,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2873.0,19.0,0.52,0.414,13.5,16.6,2.3,25.0,0.451,0.0,2008,0,DPOY-6,Josh Smith,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2871.0,21.0,0.536,0.422,14.3,19.0,2.4,22.2,0.646,0.0,2010,0,"DPOY-2,DEF2",Josh Smith,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2645.0,19.2,0.54,0.304,15.0,17.1,2.0,24.7,0.537,0.0,2011,0,DPOY-25,Josh Smith,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2329.0,21.1,0.499,0.292,15.9,20.6,2.1,28.4,0.606,0.0,2012,0,DPOY-10,Josh Smith,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1614.0,19.1,0.588,0.283,4.9,39.7,2.0,19.5,0.573,0.0,2007,0,6MOY-11,José Calderón,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2484.0,20.5,0.607,0.17,5.6,42.3,1.9,16.8,0.5,0.0,2008,0,No awards,José Calderón,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2333.0,18.8,0.613,0.239,4.9,41.0,1.7,16.9,0.402,0.0,2009,0,No awards,José Calderón,TOR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1831.0,19.7,0.529,0.231,5.9,37.3,2.4,28.9,0.366,0.0,2016,0,6MOY-16,Jrue Holiday,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2402.0,19.4,0.555,0.234,7.2,31.8,2.1,25.4,0.402,0.0,2019,0,DEF2,Jrue Holiday,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
30.0,1907.0,20.0,0.592,0.165,7.4,26.3,2.4,22.2,0.639,0.0,2021,0,"DPOY-8,DEF1",Jrue Holiday,MIL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
31.0,2208.0,19.8,0.593,0.189,7.2,31.8,2.4,23.5,0.622,0.0,2022,0,"DPOY-8,DEF2",Jrue Holiday,MIL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
32.0,2183.0,19.2,0.586,0.173,8.1,34.4,1.7,25.0,0.707,0.0,2023,0,"DPOY-7,AS,DEF1",Jrue Holiday,MIL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,2812.0,25.4,0.568,0.331,10.9,21.4,2.8,30.3,0.72,0.143,1980,2,"MVP-2,AS,NBA1",Julius Erving,PHI,0.5,0.0,0.0,0,Top 5,Top 5 (not MVP this year)
30.0,2874.0,25.1,0.572,0.352,12.5,19.8,2.8,28.4,0.756,0.658,1981,1,"MVP-1,AS,NBA1",Julius Erving,PHI,1.0,0.5,0.5,0,Winner,Unclassified
31.0,2789.0,25.9,0.593,0.377,11.2,18.1,2.8,28.1,0.707,0.294,1982,3,"MVP-3,AS,NBA1",Julius Erving,PHI,0.3333333333333333,1.25,1.5,1,Top 5,Top 5 (not MVP this year)
32.0,2421.0,23.1,0.566,0.372,10.7,16.5,2.2,25.5,0.793,0.149,1983,5,"MVP-5,AS,NBA1",Julius Erving,PHI,0.2,0.9583333333333333,2.0,0,Top 5,Top 5 (not MVP this year)
33.0,2683.0,22.9,0.562,0.365,11.2,19.3,2.5,27.2,0.634,0.129,1984,6,"MVP-6,AS,NBA2",Julius Erving,PHI,0.16666666666666666,0.6791666666666667,2.25,0,Outside Top 5 (with votes),Outside Top 5
34.0,2535.0,20.0,0.546,0.358,9.2,14.6,2.5,26.0,0.707,0.001,1985,22,"MVP-22,AS",Julius Erving,PHI,0.0,0.50625,0.0,0,Outside Top 5 (with votes),Outside Top 5
23.0,2190.0,19.9,0.606,0.47,15.9,15.8,0.9,25.3,0.427,0.0,2018,0,No awards,Julius Randle,LAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2232.0,20.9,0.6,0.447,14.7,15.8,1.1,27.8,0.402,0.0,2019,0,No awards,Julius Randle,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2667.0,19.7,0.567,0.325,14.7,27.2,1.2,29.3,0.569,0.02,2021,8,"MVP-8,MIP-1,AS,NBA2",Julius Randle,NYK,0.125,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
28.0,2737.0,20.3,0.581,0.371,15.4,18.5,0.9,29.5,0.573,0.0,2023,0,"CPOY-14,AS,NBA3",Julius Randle,NYK,0.0,0.0625,0.0,0,No MVP Votes,Outside Top 5
23.0,2088.0,19.2,0.528,0.287,18.5,11.7,1.5,26.4,0.598,0.0,2018,0,DPOY-15,Jusuf Nurkić,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,1974.0,23.4,0.57,0.442,20.2,17.9,1.7,24.7,0.646,0.0,2019,0,No awards,Jusuf Nurkić,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,1579.0,20.0,0.586,0.447,21.5,16.6,1.9,23.6,0.329,0.0,2022,0,No awards,Jusuf Nurkić,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
32.0,3143.0,25.3,0.639,0.344,15.4,16.5,1.2,24.1,0.732,0.665,1980,1,"MVP-1,AS,NBA1,DEF1",Kareem Abdul-Jabbar,LAL,1.0,0.0,0.0,0,Winner,Unclassified
33.0,2976.0,25.5,0.616,0.379,15.0,13.6,0.9,26.3,0.659,0.414,1981,3,"MVP-3,AS,NBA1,DEF1",Kareem Abdul-Jabbar,LAL,0.3333333333333333,1.0,1.0,1,Top 5,Top 5 (not MVP this year)
34.0,2677.0,23.4,0.608,0.34,13.4,11.9,1.1,25.6,0.695,0.045,1982,10,"MVP-10,AS",Kareem Abdul-Jabbar,LAL,0.1,0.8333333333333333,1.5,0,Outside Top 5 (with votes),Outside Top 5
35.0,2554.0,23.6,0.619,0.302,12.8,10.8,1.1,24.6,0.707,0.02,1983,10,"MVP-10,AS,NBA2",Kareem Abdul-Jabbar,LAL,0.1,0.5166666666666666,0.0,0,Outside Top 5 (with votes),Outside Top 5
36.0,2622.0,21.3,0.608,0.318,12.7,11.5,1.0,25.1,0.659,0.201,1984,4,"MVP-4,AS,NBA1,DEF2",Kareem Abdul-Jabbar,LAL,0.25,0.3583333333333333,0.0,0,Top 5,Top 5 (not MVP this year)
37.0,2630.0,22.9,0.628,0.327,13.5,13.1,1.1,24.3,0.756,0.264,1985,4,"MVP-4,AS,NBA2",Kareem Abdul-Jabbar,LAL,0.25,0.42916666666666664,0.25,0,Top 5,Top 5 (not MVP this year)
38.0,2629.0,22.7,0.603,0.328,10.3,15.7,1.2,26.6,0.756,0.173,1986,5,"MVP-5,AS,NBA1",Kareem Abdul-Jabbar,LAL,0.2,0.46458333333333335,0.5,0,Top 5,Top 5 (not MVP this year)
23.0,2857.0,18.0,0.536,0.38,15.6,8.8,1.7,26.3,0.537,0.004,1987,12,MVP-12,Karl Malone,UTA,0.08333333333333333,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,3198.0,20.7,0.568,0.478,16.6,10.1,1.7,29.7,0.573,0.045,1988,8,"MVP-8,AS,NBA2,DEF2",Karl Malone,UTA,0.125,0.08333333333333333,0.0,0,Outside Top 5 (with votes),Outside Top 5
25.0,3126.0,24.4,0.592,0.589,15.1,12.8,2.3,30.4,0.622,0.426,1989,3,"MVP-3,AS,NBA1",Karl Malone,UTA,0.3333333333333333,0.16666666666666666,0.0,0,Top 5,Top 5 (not MVP this year)
26.0,3122.0,27.2,0.626,0.561,17.1,13.2,1.9,32.6,0.671,0.233,1990,4,"MVP-4,AS,NBA1",Karl Malone,UTA,0.25,0.41666666666666663,0.5,0,Top 5,Top 5 (not MVP this year)
27.0,3302.0,24.8,0.596,0.552,17.2,14.7,1.4,30.1,0.659,0.148,1991,5,"MVP-5,AS,NBA1",Karl Malone,UTA,0.2,0.4583333333333333,0.75,0,Top 5,Top 5 (not MVP this year)
28.0,3054.0,25.4,0.599,0.571,16.8,13.4,1.8,30.3,0.671,0.273,1992,4,"MVP-4,DPOY-6,AS,NBA1",Karl Malone,UTA,0.25,0.4291666666666667,1.0,0,Top 5,Top 5 (not MVP this year)
29.0,3099.0,26.2,0.612,0.579,16.9,16.9,2.0,28.4,0.573,0.01,1993,8,"MVP-8,AS,NBA1",Karl Malone,UTA,0.125,0.46458333333333335,1.25,0,Outside Top 5 (with votes),Outside Top 5
30.0,3329.0,22.9,0.55,0.474,16.3,17.1,1.9,28.0,0.646,0.017,1994,7,"MVP-7,AS,NBA1",Karl Malone,UTA,0.14285714285714285,0.3572916666666667,0.0,0,Outside Top 5 (with votes),Outside Top 5
31.0,3126.0,25.1,0.59,0.449,17.4,16.4,2.1,30.3,0.732,0.507,1995,3,"MVP-3,AS,NBA1",Karl Malone,UTA,0.3333333333333333,0.3215029761904762,0.0,0,Top 5,Top 5 (not MVP this year)
32.0,3113.0,26.0,0.575,0.466,15.8,20.6,2.4,29.8,0.671,0.075,1996,7,"MVP-7,AS,NBA1",Karl Malone,UTA,0.14285714285714285,0.4940848214285714,0.5,0,Outside Top 5 (with votes),Outside Top 5
33.0,2998.0,28.9,0.6,0.439,16.8,24.5,2.0,32.7,0.78,0.857,1997,1,"MVP-1,AS,NBA1,DEF1",Karl Malone,UTA,1.0,0.3898995535714286,0.0,0,Winner,Unclassified
34.0,3030.0,27.9,0.597,0.56,17.1,20.9,1.7,31.8,0.756,0.726,1998,2,"MVP-2,AS,NBA1,DEF1",Karl Malone,UTA,0.5,1.1949497767857142,1.0,1,Top 5,Top 5 (not MVP this year)
35.0,1832.0,25.6,0.577,0.602,15.4,23.0,1.9,30.5,0.74,0.701,1999,1,"MVP-1,NBA1,DEF1",Karl Malone,UTA,1.0,1.0974748883928571,1.5,0,Winner,Unclassified
36.0,2947.0,27.1,0.582,0.501,16.1,20.9,1.4,31.9,0.671,0.258,2000,4,"MVP-4,AS,NBA2",Karl Malone,UTA,0.25,1.5487374441964286,2.5,1,Top 5,Top 5 (not MVP this year)
37.0,2895.0,24.7,0.572,0.503,14.3,24.1,1.7,30.0,0.646,0.017,2001,7,"MVP-7,AS,NBA3",Karl Malone,UTA,0.14285714285714285,1.0243687220982143,2.75,0,Outside Top 5 (with votes),Outside Top 5
38.0,3040.0,21.1,0.532,0.457,13.6,21.8,2.7,28.8,0.537,0.0,2002,0,AS,Karl Malone,UTA,0.0,0.65504150390625,0.0,0,No MVP Votes,Outside Top 5
39.0,2936.0,21.7,0.534,0.482,13.0,24.4,2.5,27.8,0.573,0.0,2003,0,No awards,Karl Malone,UTA,0.0,0.32752075195312497,0.0,0,No MVP Votes,Outside Top 5
20.0,2627.0,22.5,0.59,0.239,19.0,11.3,1.1,24.9,0.354,0.0,2016,0,ROY-1,Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,3030.0,25.9,0.618,0.289,19.4,13.2,0.9,27.5,0.378,0.0,2017,0,No awards,Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2918.0,24.9,0.646,0.343,20.0,10.8,1.1,22.9,0.573,0.0,2018,0,"AS,NBA3",Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2545.0,26.3,0.622,0.342,20.0,17.2,1.3,28.9,0.439,0.0,2019,0,AS,Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1689.0,23.1,0.612,0.355,17.0,22.6,1.1,29.1,0.319,0.0,2021,0,No awards,Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2476.0,24.1,0.64,0.385,15.7,18.0,1.4,27.8,0.561,0.0,2022,0,"AS,NBA3",Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2026.0,18.8,0.625,0.307,14.4,15.1,1.0,27.4,0.683,0.0,2024,0,AS,Karl-Anthony Towns,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,2517.0,23.4,0.63,0.337,21.0,13.8,1.4,27.4,0.622,0.0,2025,0,"AS,NBA3",Karl-Anthony Towns,NYK,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,1923.0,19.4,0.602,0.195,12.1,10.4,3.0,18.3,0.756,0.0,2014,0,"DPOY-11,DEF2",Kawhi Leonard,SAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2033.0,22.0,0.567,0.307,12.9,13.0,3.7,23.0,0.671,0.001,2015,10,"MVP-10,DPOY-1,DEF1",Kawhi Leonard,SAS,0.1,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,2380.0,26.0,0.616,0.306,11.8,13.0,2.8,25.8,0.817,0.484,2016,2,"MVP-2,DPOY-1,AS,NBA1,DEF1",Kawhi Leonard,SAS,0.5,0.1,0.0,0,Top 5,Top 5 (not MVP this year)
25.0,2474.0,27.6,0.61,0.406,9.8,18.9,2.7,31.1,0.744,0.495,2017,3,"MVP-3,DPOY-3,AS,NBA1,DEF1",Kawhi Leonard,SAS,0.3333333333333333,0.55,0.5,0,Top 5,Top 5 (not MVP this year)
27.0,2040.0,25.8,0.606,0.377,11.6,16.4,2.5,30.3,0.707,0.013,2019,9,"MVP-9,DPOY-6,AS,NBA2,DEF2",Kawhi Leonard,TOR,0.1111111111111111,0.3041666666666667,0.0,0,Outside Top 5 (with votes),Outside Top 5
28.0,1848.0,26.9,0.589,0.355,11.3,26.4,2.6,33.0,0.681,0.166,2020,5,"MVP-5,DPOY-8,AS,NBA2,DEF2",Kawhi Leonard,LAC,0.2,0.4152777777777778,0.0,0,Top 5,Top 5 (not MVP this year)
29.0,1773.0,26.0,0.622,0.325,10.7,24.9,2.3,28.6,0.653,0.001,2021,13,"MVP-13,AS,NBA1,DEF2",Kawhi Leonard,LAC,0.07692307692307693,0.4076388888888889,0.25,0,Outside Top 5 (with votes),Outside Top 5
32.0,2330.0,23.2,0.626,0.246,10.1,16.9,2.4,26.5,0.622,0.0,2024,0,"AS,NBA2",Kawhi Leonard,LAC,0.0,0.07018563034188034,0.0,0,No MVP Votes,Outside Top 5
23.0,1576.0,19.6,0.519,0.396,12.6,8.3,1.4,28.5,0.32,0.0,1999,0,No awards,Keith Van Horn,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2782.0,18.1,0.537,0.313,13.5,10.3,1.2,26.8,0.378,0.0,2000,0,No awards,Keith Van Horn,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2252.0,19.8,0.565,0.401,6.1,15.9,1.3,26.5,0.451,0.0,1983,0,No awards,Kelly Tripucka,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2626.0,18.3,0.567,0.359,7.0,14.1,1.6,24.1,0.561,0.0,1986,0,No awards,Kelly Tripucka,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2859.0,18.8,0.517,0.298,5.7,31.2,2.9,25.6,0.256,0.0,2013,0,No awards,Kemba Walker,CHA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2885.0,20.8,0.554,0.329,6.8,25.7,2.2,26.5,0.585,0.0,2016,0,No awards,Kemba Walker,CHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2739.0,21.3,0.569,0.248,6.2,29.1,1.6,29.2,0.439,0.0,2017,0,AS,Kemba Walker,CHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2736.0,20.6,0.572,0.308,4.9,27.4,1.6,27.4,0.439,0.0,2018,0,AS,Kemba Walker,CHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2863.0,21.7,0.558,0.267,6.8,29.4,1.7,31.5,0.476,0.0,2019,0,"AS,NBA3",Kemba Walker,CHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,1742.0,20.0,0.575,0.272,6.7,24.2,1.3,27.2,0.667,0.0,2020,0,AS,Kemba Walker,BOS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,3199.0,19.6,0.53,0.369,8.4,18.3,2.5,25.4,0.317,0.0,1997,0,No awards,Kendall Gill,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,1037.0,21.9,0.618,0.531,19.8,5.5,1.7,18.7,0.576,0.0,2012,0,ROY-3,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2248.0,18.5,0.573,0.386,18.3,5.1,1.8,17.7,0.695,0.0,2013,0,DPOY-17,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2178.0,19.8,0.573,0.379,16.9,7.5,1.6,21.3,0.439,0.0,2014,0,No awards,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2086.0,18.4,0.548,0.391,17.3,7.1,1.5,20.3,0.366,0.0,2015,0,No awards,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,1694.0,21.0,0.577,0.355,19.0,8.1,0.9,21.0,0.402,0.0,2016,0,No awards,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,1296.0,20.3,0.588,0.454,19.7,6.3,1.6,18.3,0.488,0.0,2017,0,No awards,Kenneth Faried,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,3135.0,18.2,0.491,0.306,5.4,40.6,2.5,24.6,0.549,0.0,1994,0,AS,Kenny Anderson,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2689.0,18.0,0.522,0.402,5.1,43.1,2.0,23.5,0.366,0.0,1995,0,No awards,Kenny Anderson,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,3081.0,19.5,0.54,0.383,7.0,31.7,2.8,22.2,0.598,0.0,1997,0,No awards,Kenny Anderson,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2699.0,18.3,0.599,0.339,3.2,30.9,1.9,21.2,0.634,0.005,1991,17,MVP-17,Kenny Smith,HOU,0.0,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
26.0,2252.0,18.7,0.528,0.327,16.2,13.7,2.3,25.0,0.573,0.0,2004,0,"DPOY-9,AS",Kenyon Martin,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2657.0,18.2,0.584,0.473,17.4,8.9,1.3,16.8,0.463,0.0,1980,0,"AS,DEF2",Kermit Washington,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,1951.0,18.3,0.55,0.19,7.4,15.4,2.7,19.1,0.598,0.0,2003,0,No awards,Kerry Kittles,NJN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
20.0,2885.0,20.8,0.577,0.377,9.6,13.5,1.7,28.3,0.28,0.0,2009,0,No awards,Kevin Durant,OKC,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,3239.0,26.2,0.607,0.504,11.0,13.5,1.8,32.0,0.61,0.495,2010,2,"MVP-2,AS,NBA1",Kevin Durant,OKC,0.5,0.0,0.0,0,Top 5,Top 5 (not MVP this year)
22.0,3038.0,23.6,0.589,0.439,10.3,13.2,1.5,30.6,0.671,0.157,2011,5,"MVP-5,AS,NBA1",Kevin Durant,OKC,0.2,0.5,0.5,0,Top 5,Top 5 (not MVP this year)
23.0,2546.0,26.2,0.61,0.386,11.8,17.5,1.8,31.3,0.712,0.735,2012,2,"MVP-2,AS,NBA1",Kevin Durant,OKC,0.5,0.45,0.75,0,Top 5,Top 5 (not MVP this year)
