Age,MP,PER,TS%,FTr,TRB%,AST%,STL%,USG%,W/L%,Share,Season,MVP_Rank,Awards,Player,Team,prominence_score,fatigue_decay,fatigue_streak,is_defending_mvp,MVP_Category,MVP_Performance_Category
27.0,2055.0,19.5,0.617,0.413,12.5,14.2,1.3,21.1,0.646,0.0,2023,0,No awards,Aaron Gordon,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,1286.0,18.7,0.563,0.361,11.5,11.6,1.5,24.6,0.463,0.0,1980,0,No awards,Abdul Jeelani,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2674.0,24.3,0.635,0.415,11.3,12.3,1.8,27.8,0.293,0.0,1980,0,AS,Adrian Dantley,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,3417.0,24.3,0.622,0.482,8.5,16.3,1.6,28.4,0.341,0.022,1981,12,"MVP-12,AS,NBA2",Adrian Dantley,UTA,0.08333333333333333,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
26.0,3222.0,24.2,0.631,0.516,8.6,15.5,1.4,27.9,0.305,0.01,1982,15,"MVP-15,AS",Adrian Dantley,UTA,0.06666666666666667,0.08333333333333333,0.0,0,Outside Top 5 (with votes),Outside Top 5
28.0,2984.0,24.6,0.652,0.658,7.9,16.2,0.9,28.2,0.549,0.116,1984,7,"MVP-7,AS,NBA2",Adrian Dantley,UTA,0.14285714285714285,0.05416666666666667,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,1971.0,21.9,0.607,0.565,8.5,15.2,1.3,27.7,0.5,0.0,1985,0,AS,Adrian Dantley,UTA,0.0,0.19702380952380952,0.0,0,No MVP Votes,Outside Top 5
30.0,2744.0,24.6,0.629,0.548,7.8,16.7,1.1,30.0,0.512,0.003,1986,16,"MVP-16,AS",Adrian Dantley,UTA,0.0,0.09851190476190476,0.0,0,Outside Top 5 (with votes),Outside Top 5
31.0,2736.0,18.6,0.614,0.59,6.5,8.8,1.1,23.7,0.634,0.0,1987,0,No awards,Adrian Dantley,DET,0.0,0.04925595238095238,0.0,0,No MVP Votes,Outside Top 5
32.0,2144.0,19.9,0.619,0.663,5.9,11.9,0.9,24.2,0.659,0.001,1988,14,MVP-14,Adrian Dantley,DET,0.07142857142857142,0.02462797619047619,0.0,0,Outside Top 5 (with votes),Outside Top 5
23.0,2845.0,19.4,0.594,0.319,16.4,10.4,1.1,17.6,0.646,0.0,2010,0,AS,Al Horford,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2704.0,20.7,0.587,0.204,16.0,17.5,1.2,19.7,0.537,0.0,2011,0,"AS,NBA3",Al Horford,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2756.0,19.8,0.56,0.196,15.7,15.3,1.5,21.8,0.537,0.0,2013,0,No awards,Al Horford,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2318.0,21.4,0.563,0.146,13.4,18.6,1.5,22.2,0.732,0.0,2015,0,AS,Al Horford,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,2631.0,19.4,0.565,0.123,12.4,16.7,1.3,20.6,0.585,0.0,2016,0,"DPOY-13,AS",Al Horford,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
32.0,1973.0,20.2,0.605,0.131,12.4,21.2,1.4,18.9,0.598,0.0,2019,0,No awards,Al Horford,BOS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2319.0,19.8,0.547,0.334,19.5,7.2,1.1,22.4,0.293,0.0,2007,0,No awards,Al Jefferson,BOS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2919.0,22.7,0.535,0.273,18.1,7.5,1.3,27.5,0.268,0.0,2008,0,No awards,Al Jefferson,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2463.0,19.0,0.524,0.236,16.0,10.0,1.3,24.3,0.183,0.0,2010,0,No awards,Al Jefferson,MIN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2940.0,20.1,0.528,0.219,16.3,9.2,0.8,24.2,0.476,0.0,2011,0,No awards,Al Jefferson,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2075.0,22.8,0.52,0.169,16.2,12.1,1.2,25.7,0.545,0.0,2012,0,No awards,Al Jefferson,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,2578.0,20.9,0.522,0.176,16.3,12.0,1.6,25.3,0.524,0.0,2013,0,No awards,Al Jefferson,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,2553.0,22.7,0.532,0.201,17.5,12.8,1.4,29.3,0.524,0.027,2014,8,"MVP-8,NBA3",Al Jefferson,CHA,0.125,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
30.0,1992.0,19.7,0.5,0.163,15.1,11.6,1.2,26.3,0.402,0.0,2015,0,No awards,Al Jefferson,CHO,0.0,0.125,0.0,0,No MVP Votes,Outside Top 5
32.0,931.0,18.9,0.526,0.18,16.8,11.0,1.0,26.1,0.512,0.0,2017,0,No awards,Al Jefferson,IND,0.0,0.03125,0.0,0,No MVP Votes,Outside Top 5
25.0,2000.0,18.4,0.534,0.515,13.0,6.7,1.1,23.9,0.61,0.0,1998,0,MIP-1,Alan Henderson,ATL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,3093.0,19.7,0.549,0.295,10.7,13.4,1.5,24.0,0.451,0.0,1981,0,No awards,Alex English,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
28.0,3015.0,22.2,0.596,0.285,9.9,19.9,1.3,25.3,0.561,0.017,1982,13,"MVP-13,AS,NBA2",Alex English,DEN,0.07692307692307693,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,2988.0,24.1,0.561,0.264,10.2,19.5,1.7,28.9,0.549,0.056,1983,6,"MVP-6,AS,NBA2",Alex English,DEN,0.16666666666666666,0.07692307692307693,0.0,0,Outside Top 5 (with votes),Outside Top 5
30.0,2870.0,22.2,0.57,0.249,8.5,20.9,1.3,27.9,0.463,0.0,1984,0,AS,Alex English,DEN,0.0,0.20512820512820512,0.0,0,No MVP Votes,Outside Top 5
31.0,2924.0,21.6,0.561,0.255,8.3,17.9,1.5,29.3,0.634,0.015,1985,12,"MVP-12,AS",Alex English,DEN,0.08333333333333333,0.10256410256410256,0.0,0,Outside Top 5 (with votes),Outside Top 5
32.0,3024.0,21.7,0.562,0.314,7.0,17.0,1.1,30.5,0.573,0.071,1986,8,"MVP-8,AS,NBA2",Alex English,DEN,0.125,0.1346153846153846,0.0,0,Outside Top 5 (with votes),Outside Top 5
33.0,3085.0,20.5,0.549,0.254,5.8,21.6,1.1,29.2,0.451,0.003,1987,14,"MVP-14,AS",Alex English,DEN,0.07142857142857142,0.1923076923076923,0.0,0,Outside Top 5 (with votes),Outside Top 5
34.0,2818.0,19.8,0.535,0.222,7.0,20.5,1.1,28.4,0.659,0.005,1988,11,"MVP-11,AS",Alex English,DEN,0.09090909090909091,0.16758241758241757,0.0,0,Outside Top 5 (with votes),Outside Top 5
35.0,2990.0,19.0,0.531,0.201,5.6,19.7,1.0,28.8,0.537,0.0,1989,0,AS,Alex English,DEN,0.0,0.1747002997002997,0.0,0,No MVP Votes,Outside Top 5
24.0,1395.0,19.4,0.612,0.611,19.8,9.1,0.9,17.0,0.256,0.0,2018,0,No awards,Alex Len,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,957.0,19.9,0.595,0.301,18.7,8.2,1.2,21.1,0.549,0.0,2015,0,No awards,Alexis Ajinça,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,3045.0,18.0,0.513,0.362,5.6,33.6,2.6,28.9,0.268,0.001,1997,17,"MVP-17,ROY-1",Allen Iverson,PHI,0.0,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
22.0,3150.0,20.4,0.535,0.38,5.4,30.6,3.0,26.9,0.378,0.0,1998,0,No awards,Allen Iverson,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,1990.0,22.2,0.508,0.449,6.9,24.2,3.0,32.6,0.56,0.27,1999,4,"MVP-4,NBA1",Allen Iverson,PHI,0.25,0.0,0.0,0,Top 5,Top 5 (not MVP this year)
24.0,2853.0,20.0,0.496,0.358,5.2,23.0,2.6,34.4,0.598,0.109,2000,7,"MVP-7,AS,NBA2",Allen Iverson,PHI,0.14285714285714285,0.25,0.25,0,Outside Top 5 (with votes),Outside Top 5
25.0,2979.0,24.0,0.518,0.397,5.2,23.0,3.2,35.9,0.683,0.904,2001,1,"MVP-1,DPOY-11,AS,NBA1",Allen Iverson,PHI,1.0,0.26785714285714285,0.0,0,Winner,Unclassified
26.0,2622.0,21.9,0.489,0.351,5.8,27.6,3.5,37.8,0.524,0.023,2002,9,"MVP-9,AS,NBA2",Allen Iverson,PHI,0.1111111111111111,1.1339285714285714,1.0,1,Outside Top 5 (with votes),Outside Top 5
27.0,3485.0,21.2,0.5,0.379,5.8,25.1,3.4,32.9,0.585,0.07,2003,6,"MVP-6,DPOY-6,AS,NBA2",Allen Iverson,PHI,0.16666666666666666,0.6780753968253967,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,3174.0,23.2,0.532,0.432,5.3,37.6,2.9,35.0,0.524,0.189,2005,5,"MVP-5,DPOY-11,AS,NBA1",Allen Iverson,PHI,0.2,0.2528521825396825,0.0,0,Top 5,Top 5 (not MVP this year)
30.0,3103.0,25.9,0.543,0.455,4.4,34.9,2.3,35.8,0.463,0.001,2006,10,"MVP-10,AS,NBA3",Allen Iverson,PHI,0.1,0.4528521825396825,0.25,0,Outside Top 5 (with votes),Outside Top 5
32.0,3424.0,20.9,0.567,0.512,3.8,27.4,2.2,26.7,0.61,0.0,2008,0,AS,Allen Iverson,DEN,0.0,0.16321304563492062,0.0,0,No MVP Votes,Outside Top 5
22.0,2644.0,20.8,0.586,0.567,16.4,4.3,0.5,25.5,0.537,0.0,1993,0,ROY-2,Alonzo Mourning,CHA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2018.0,21.7,0.588,0.672,16.7,6.6,0.7,27.3,0.5,0.0,1994,0,AS,Alonzo Mourning,CHA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2941.0,20.1,0.593,0.585,15.3,6.6,0.9,25.6,0.61,0.0,1995,0,"DPOY-6,AS",Alonzo Mourning,CHA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2671.0,22.7,0.584,0.662,15.9,11.4,1.4,28.1,0.512,0.005,1996,14,"MVP-14,AS",Alonzo Mourning,MIA,0.07142857142857142,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
26.0,2320.0,21.6,0.578,0.638,16.8,8.8,1.3,27.5,0.744,0.004,1997,12,"MVP-12,AS",Alonzo Mourning,MIA,0.08333333333333333,0.07142857142857142,0.0,0,Outside Top 5 (with votes),Outside Top 5
27.0,1939.0,22.4,0.595,0.635,16.9,5.2,1.1,26.8,0.671,0.0,1998,0,No awards,Alonzo Mourning,MIA,0.0,0.11904761904761904,0.0,0,No MVP Votes,Outside Top 5
28.0,1753.0,24.6,0.563,0.667,17.5,8.7,1.1,27.1,0.66,0.655,1999,2,"MVP-2,DPOY-1,NBA1,DEF1",Alonzo Mourning,MIA,0.5,0.05952380952380952,0.0,0,Top 5,Top 5 (not MVP this year)
29.0,2748.0,25.8,0.596,0.492,15.9,8.7,0.8,28.1,0.634,0.303,2000,3,"MVP-3,DPOY-1,AS,NBA2,DEF1",Alonzo Mourning,MIA,0.3333333333333333,0.5297619047619048,0.5,0,Top 5,Top 5 (not MVP this year)
31.0,2455.0,18.9,0.558,0.498,15.0,6.8,0.6,24.1,0.439,0.0,2002,0,AS,Alonzo Mourning,MIA,0.0,0.29910714285714285,0.0,0,No MVP Votes,Outside Top 5
35.0,1302.0,19.4,0.615,0.711,16.2,1.4,0.5,17.5,0.634,0.0,2006,0,"DPOY-8,6MOY-6",Alonzo Mourning,MIA,0.0,0.037388392857142856,0.0,0,No MVP Votes,Outside Top 5
20.0,2171.0,19.7,0.599,0.36,17.1,21.0,1.6,21.4,0.268,0.0,2023,0,No awards,Alperen Şengün,HOU,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2046.0,22.0,0.585,0.358,15.4,25.2,1.8,27.0,0.5,0.0,2024,0,No awards,Alperen Şengün,HOU,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2395.0,21.4,0.545,0.374,17.5,24.1,1.7,26.2,0.634,0.0,2025,0,AS,Alperen Şengün,HOU,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2168.0,19.2,0.571,0.27,15.4,21.6,2.3,21.9,0.671,0.0,1980,0,No awards,Alvan Adams,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,2054.0,20.3,0.567,0.298,14.7,24.5,2.4,23.0,0.695,0.0,1981,0,No awards,Alvan Adams,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2393.0,18.6,0.529,0.227,13.6,22.1,2.3,22.8,0.561,0.0,1982,0,No awards,Alvan Adams,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
30.0,2136.0,19.8,0.578,0.309,13.3,21.8,2.5,23.6,0.439,0.0,1985,0,No awards,Alvan Adams,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2878.0,19.5,0.563,0.299,10.2,21.8,4.8,20.9,0.427,0.004,1986,13,"MVP-13,DPOY-1,MIP-1,AS,NBA2,DEF2",Alvin Robertson,SAS,0.07692307692307693,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,2697.0,18.5,0.51,0.256,8.7,23.2,4.6,24.5,0.341,0.0,1987,0,"DPOY-2,AS,DEF1",Alvin Robertson,SAS,0.0,0.07692307692307693,0.0,0,No MVP Votes,Outside Top 5
25.0,2978.0,18.9,0.513,0.259,9.0,26.1,3.8,24.1,0.378,0.0,1988,0,"DPOY-4,AS,DEF2",Alvin Robertson,SAS,0.0,0.038461538461538464,0.0,0,No MVP Votes,Outside Top 5
27.0,2599.0,18.9,0.542,0.281,12.3,25.6,3.9,20.6,0.537,0.0,1990,0,"DPOY-5,DEF2",Alvin Robertson,MIL,0.0,0.009615384615384616,0.0,0,No MVP Votes,Outside Top 5
28.0,2598.0,18.6,0.538,0.291,10.5,25.4,4.7,20.3,0.585,0.0,1991,0,"DPOY-3,AS,DEF1",Alvin Robertson,MIL,0.0,0.009615384615384616,0.0,0,No MVP Votes,Outside Top 5
21.0,2025.0,19.8,0.536,0.503,14.0,7.0,1.6,27.5,0.354,0.0,2004,0,No awards,Amar'e Stoudemire,PHO,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2889.0,26.6,0.617,0.595,13.2,7.7,1.3,28.3,0.756,0.032,2005,9,"MVP-9,AS,NBA2",Amar'e Stoudemire,PHO,0.1111111111111111,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,2689.0,23.1,0.637,0.555,17.0,5.0,1.5,25.8,0.744,0.002,2007,14,"MVP-14,AS,NBA1",Amar'e Stoudemire,PHO,0.07142857142857142,0.05555555555555555,0.0,0,Outside Top 5 (with votes),Outside Top 5
25.0,2677.0,27.6,0.656,0.571,15.2,7.5,1.2,28.2,0.671,0.021,2008,6,"MVP-6,AS,NBA2",Amar'e Stoudemire,PHO,0.16666666666666666,0.12698412698412698,0.0,0,Outside Top 5 (with votes),Outside Top 5
27.0,2838.0,22.6,0.615,0.5,14.5,4.8,0.9,27.3,0.659,0.004,2010,10,"MVP-10,AS,NBA2",Amar'e Stoudemire,PHO,0.1,0.11507936507936507,0.0,0,Outside Top 5 (with votes),Outside Top 5
28.0,2870.0,22.7,0.565,0.403,12.7,13.2,1.2,30.9,0.512,0.007,2011,9,"MVP-9,AS,NBA2",Amar'e Stoudemire,NYK,0.1111111111111111,0.2150793650793651,0.0,0,Outside Top 5 (with votes),Outside Top 5
31.0,1466.0,18.8,0.596,0.364,12.8,4.2,0.8,23.4,0.451,0.0,2014,0,No awards,Amar'e Stoudemire,NYK,0.0,0.05466269841269841,0.0,0,No MVP Votes,Outside Top 5
21.0,1388.0,18.2,0.576,0.348,15.8,17.0,2.7,18.5,0.5,0.0,2024,0,No awards,Amen Thompson,HOU,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2225.0,18.7,0.602,0.354,13.5,16.9,2.1,17.5,0.634,0.0,2025,0,"DPOY-5,DEF1",Amen Thompson,HOU,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,1555.0,21.9,0.547,0.32,15.8,10.5,3.0,26.5,0.598,0.0,2013,0,No awards,Andray Blatche,BRK,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,1618.0,18.8,0.532,0.328,14.4,12.8,2.4,25.6,0.537,0.0,2014,0,6MOY-13,Andray Blatche,BRK,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
19.0,1243.0,21.6,0.578,0.465,21.2,4.1,2.5,17.2,0.354,0.0,2013,0,ROY-4,Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
20.0,2619.0,22.6,0.599,0.427,22.3,2.2,2.0,16.7,0.354,0.0,2014,0,No awards,Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2502.0,21.4,0.504,0.38,24.0,3.9,1.5,22.0,0.39,0.0,2015,0,No awards,Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2666.0,21.2,0.499,0.553,24.5,4.4,2.3,24.1,0.537,0.0,2016,0,"DPOY-10,AS,NBA3",Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2409.0,20.9,0.518,0.39,25.2,6.0,2.6,22.4,0.451,0.0,2017,0,No awards,Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2625.0,22.9,0.555,0.448,26.2,14.3,2.2,21.2,0.476,0.0,2018,0,"DPOY-15,AS",Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,2647.0,23.4,0.555,0.392,25.4,7.2,2.5,22.9,0.5,0.0,2019,0,No awards,Andre Drummond,DET,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
29.0,849.0,20.8,0.606,0.456,29.6,5.7,2.6,21.0,0.488,0.0,2023,0,No awards,Andre Drummond,CHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
30.0,1351.0,23.0,0.576,0.454,29.3,4.1,2.7,21.3,0.476,0.0,2024,0,No awards,Andre Drummond,CHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,3062.0,18.1,0.562,0.556,8.5,23.8,2.6,22.6,0.427,0.0,2007,0,DPOY-24,Andre Iguodala,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,3242.0,19.0,0.543,0.396,8.2,20.3,2.8,23.8,0.488,0.0,2008,0,No awards,Andre Iguodala,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,3269.0,18.4,0.56,0.454,8.6,22.4,2.1,22.3,0.5,0.0,2009,0,DPOY-13,Andre Iguodala,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2848.0,20.1,0.541,0.45,7.3,40.5,2.2,23.2,0.366,0.0,2001,0,No awards,Andre Miller,CLE,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
25.0,3023.0,21.8,0.538,0.428,7.4,49.8,2.2,22.6,0.354,0.0,2002,0,No awards,Andre Miller,CLE,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2838.0,18.8,0.541,0.437,7.3,29.1,2.6,20.7,0.524,0.0,2004,0,No awards,Andre Miller,DEN,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
31.0,3016.0,18.4,0.537,0.288,6.4,32.0,1.8,22.6,0.488,0.0,2008,0,No awards,Andre Miller,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
32.0,2976.0,18.6,0.548,0.393,7.4,30.2,2.0,21.8,0.5,0.0,2009,0,No awards,Andre Miller,PHI,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
33.0,2500.0,18.1,0.53,0.432,6.6,30.3,2.0,23.8,0.61,0.0,2010,0,No awards,Andre Miller,POR,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
20.0,2151.0,18.8,0.553,0.586,11.2,7.4,2.9,19.0,0.537,0.0,2002,0,ROY-3,Andrei Kirilenko,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2213.0,21.1,0.598,0.576,11.5,10.6,2.9,19.6,0.573,0.0,2003,0,6MOY-3,Andrei Kirilenko,UTA,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,2895.0,22.6,0.559,0.533,13.5,15.7,2.9,21.9,0.512,0.002,2004,13,"MVP-13,DPOY-5,AS,DEF2",Andrei Kirilenko,UTA,0.07692307692307693,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,2604.0,20.7,0.556,0.678,12.9,20.5,2.1,20.5,0.5,0.0,2006,0,"DPOY-3,DEF1",Andrei Kirilenko,UTA,0.0,0.038461538461538464,0.0,0,No MVP Votes,Outside Top 5
28.0,1681.0,18.2,0.588,0.485,9.3,14.0,2.5,17.7,0.646,0.0,2010,0,DPOY-16,Andrei Kirilenko,UTA,0.0,0.004807692307692308,0.0,0,No MVP Votes,Outside Top 5
25.0,2229.0,20.7,0.54,0.26,17.9,10.3,0.9,23.3,0.561,0.0,2010,0,"DPOY-7,NBA3",Andrew Bogut,MIL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,1977.0,20.2,0.608,0.379,15.3,5.8,0.9,20.8,0.695,0.0,2010,0,No awards,Andrew Bynum,LAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
24.0,2112.0,22.9,0.594,0.425,18.7,7.4,0.7,23.8,0.621,0.0,2012,0,"AS,NBA2",Andrew Bynum,LAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2078.0,19.2,0.637,0.344,19.1,5.2,1.3,14.4,0.585,0.0,2008,0,No awards,Andris Biedriņš,GSW,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
22.0,1863.0,19.1,0.585,0.405,20.2,10.0,1.7,16.9,0.354,0.0,2009,0,No awards,Andris Biedriņš,GSW,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
23.0,2901.0,20.8,0.599,0.405,6.6,28.5,2.3,23.7,0.695,0.022,1995,10,"MVP-10,AS,NBA1",Anfernee Hardaway,ORL,0.1,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,3015.0,24.6,0.605,0.477,6.8,32.2,2.9,25.5,0.732,0.319,1996,3,"MVP-3,AS,NBA1",Anfernee Hardaway,ORL,0.3333333333333333,0.1,0.0,0,Top 5,Top 5 (not MVP this year)
25.0,2221.0,21.4,0.554,0.367,6.9,28.5,2.3,25.7,0.549,0.0,1997,0,"AS,NBA3",Anfernee Hardaway,ORL,0.0,0.3833333333333333,0.5,0,No MVP Votes,Outside Top 5
24.0,3394.0,19.0,0.499,0.295,11.2,9.5,1.7,27.9,0.207,0.0,2001,0,No awards,Antawn Jamison,GSW,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
26.0,3226.0,19.0,0.542,0.323,9.5,8.6,1.2,24.5,0.463,0.0,2003,0,No awards,Antawn Jamison,GSW,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
27.0,2376.0,21.2,0.581,0.322,11.9,4.7,1.8,20.7,0.634,0.0,2004,0,6MOY-1,Antawn Jamison,DAL,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
30.0,2662.0,18.4,0.545,0.27,12.1,8.8,1.5,22.8,0.5,0.0,2007,0,No awards,Antawn Jamison,WAS,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
31.0,3061.0,20.3,0.525,0.309,15.4,7.2,1.9,25.9,0.524,0.001,2008,14,"MVP-14,AS",Antawn Jamison,WAS,0.07142857142857142,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
32.0,3096.0,20.6,0.549,0.314,13.7,9.1,1.6,25.9,0.232,0.0,2009,0,No awards,Antawn Jamison,WAS,0.0,0.07142857142857142,0.0,0,No MVP Votes,Outside Top 5
19.0,1846.0,21.7,0.559,0.333,16.8,6.1,2.2,21.8,0.329,0.0,2013,0,ROY-2,Anthony Davis,NOH,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
20.0,2358.0,26.5,0.582,0.438,16.6,8.0,2.0,25.2,0.415,0.0,2014,0,"DPOY-8,AS",Anthony Davis,NOP,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
21.0,2455.0,30.8,0.591,0.384,16.1,11.6,2.1,27.8,0.549,0.156,2015,5,"MVP-5,DPOY-4,AS,NBA1,DEF2",Anthony Davis,NOP,0.2,0.0,0.0,0,Top 5,Top 5 (not MVP this year)
22.0,2164.0,25.0,0.559,0.379,16.1,10.0,1.8,29.6,0.366,0.0,2016,0,"DPOY-9,AS",Anthony Davis,NOP,0.0,0.2,0.25,0,No MVP Votes,Outside Top 5
23.0,2708.0,27.5,0.58,0.424,17.2,11.1,1.7,32.6,0.415,0.002,2017,9,"MVP-9,AS,NBA1,DEF2",Anthony Davis,NOP,0.1111111111111111,0.1,0.0,0,Outside Top 5 (with votes),Outside Top 5
24.0,2727.0,28.9,0.612,0.409,16.5,10.8,2.0,30.0,0.585,0.441,2018,3,"MVP-3,DPOY-3,AS,NBA1,DEF1",Anthony Davis,NOP,0.3333333333333333,0.1611111111111111,0.0,0,Top 5,Top 5 (not MVP this year)
25.0,1850.0,30.3,0.597,0.422,18.8,19.0,2.2,29.5,0.402,0.0,2019,0,AS,Anthony Davis,NOP,0.0,0.41388888888888886,0.5,0,No MVP Votes,Outside Top 5
26.0,2131.0,27.4,0.61,0.479,14.8,15.1,2.0,29.3,0.732,0.081,2020,6,"MVP-6,DPOY-2,AS,NBA1,DEF1",Anthony Davis,LAL,0.16666666666666666,0.20694444444444443,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,1904.0,27.8,0.627,0.462,19.7,13.0,1.5,28.4,0.524,0.0,2023,0,No awards,Anthony Davis,LAL,0.0,0.06753472222222222,0.0,0,No MVP Votes,Outside Top 5
30.0,2700.0,25.8,0.621,0.402,19.8,15.5,1.6,26.7,0.573,0.0,2024,0,"DPOY-4,AS,NBA2,DEF1",Anthony Davis,LAL,0.0,0.13506944444444444,0.0,0,No MVP Votes,Outside Top 5
22.0,2770.0,19.7,0.575,0.325,8.8,24.6,1.8,32.3,0.683,0.018,2024,7,"MVP-7,CPOY-8,AS,NBA2",Anthony Edwards,MIN,0.14285714285714285,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
23.0,2871.0,20.1,0.595,0.308,8.7,20.9,1.6,31.4,0.598,0.012,2025,7,"MVP-7,CPOY-3,AS,NBA2",Anthony Edwards,MIN,0.14285714285714285,0.14285714285714285,0.0,0,Outside Top 5 (with votes),Outside Top 5
30.0,3143.0,18.9,0.585,0.519,16.0,21.4,1.3,17.6,0.659,0.006,1997,9,"MVP-9,NBA3,DEF2",Anthony Mason,CHA,0.1111111111111111,0.0,0.0,0,Outside Top 5 (with votes),Outside Top 5
29.0,2527.0,18.3,0.554,0.317,9.4,14.1,0.9,27.2,0.305,0.0,1991,0,No awards,Antoine Carr,SAC,0.0,0.0,0.0,0,No MVP Votes,Outside Top 5
